Point Number,Code,Date,Time,Solution,Physical Station ID,Virtual Station ID,Northing,Easting,Ell Ht,Elev,Ant Ht,HRMS,VRMS,HDOP,VDOP,PDOP,GDOP,TDOP,GPS,GLONASS,GALILEO,BEIDOU,SBAS,QZSS
11,,2019-05-24,09:21:27,FIXED,16,271,6687768.412,394444.813,42.7316,25.2363,1.6840,0.017,0.037,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
12,,2019-05-24,09:21:28,FIXED,16,271,6687768.412,394444.813,42.7358,25.2405,1.6840,0.018,0.037,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
13,,2019-05-24,09:21:29,FIXED,16,271,6687768.408,394444.809,42.7286,25.2333,1.6840,0.017,0.036,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
14,,2019-05-24,09:21:30,FIXED,16,271,6687768.409,394444.809,42.7309,25.2356,1.6840,0.017,0.036,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
15,,2019-05-24,09:21:31,FIXED,16,271,6687768.408,394444.807,42.7323,25.2370,1.6840,0.018,0.037,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
16,,2019-05-24,09:21:32,FIXED,16,271,6687768.407,394444.808,42.7249,25.2296,1.6840,0.017,0.036,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
17,,2019-05-24,09:21:33,FIXED,16,271,6687768.409,394444.809,42.7277,25.2324,1.6840,0.018,0.037,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
18,,2019-05-24,09:21:34,FIXED,16,271,6687768.411,394444.807,42.7300,25.2347,1.6840,0.018,0.037,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
19,,2019-05-24,09:21:35,FIXED,16,271,6687768.412,394444.813,42.7332,25.2379,1.6840,0.018,0.037,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
20,,2019-05-24,09:21:36,FIXED,16,271,6687768.412,394444.813,42.7319,25.2367,1.6840,0.018,0.037,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
21,,2019-05-24,09:21:37,FIXED,16,271,6687768.409,394444.814,42.7255,25.2302,1.6840,0.018,0.038,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
22,,2019-05-24,09:21:38,FIXED,16,271,6687768.411,394444.814,42.7226,25.2273,1.6840,0.018,0.038,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
23,,2019-05-24,09:21:39,FIXED,16,271,6687768.412,394444.814,42.7311,25.2358,1.6840,0.018,0.037,0.441,0.977,0.872,1.114,,11,8,7,7,0,0
24,,2019-05-24,09:21:40,FIXED,16,271,6687768.408,394444.812,42.7264,25.2311,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,8,0,0
25,,2019-05-24,09:21:41,FIXED,16,271,6687768.411,394444.814,42.7339,25.2386,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,8,0,0
26,,2019-05-24,09:21:42,FIXED,16,271,6687768.411,394444.814,42.7309,25.2356,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
27,,2019-05-24,09:21:43,FIXED,16,271,6687768.407,394444.811,42.7199,25.2246,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
28,,2019-05-24,09:21:44,FIXED,16,271,6687768.409,394444.816,42.7289,25.2336,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
29,,2019-05-24,09:21:45,FIXED,16,271,6687768.410,394444.815,42.7323,25.2370,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
30,,2019-05-24,09:21:46,FIXED,16,271,6687768.408,394444.814,42.7302,25.2349,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
31,,2019-05-24,09:21:47,FIXED,16,271,6687768.406,394444.810,42.7227,25.2274,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
32,,2019-05-24,09:21:48,FIXED,16,271,6687768.406,394444.806,42.7305,25.2352,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
33,,2019-05-24,09:21:49,FIXED,16,271,6687768.407,394444.810,42.7355,25.2402,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
34,,2019-05-24,09:21:50,FIXED,16,271,6687768.404,394444.806,42.7264,25.2312,1.6840,0.018,0.038,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
35,,2019-05-24,09:21:51,FIXED,16,271,6687768.407,394444.809,42.7324,25.2371,1.6840,0.018,0.038,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
36,,2019-05-24,09:21:52,FIXED,16,271,6687768.408,394444.808,42.7300,25.2347,1.6840,0.019,0.039,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
37,,2019-05-24,09:21:53,FIXED,16,271,6687768.410,394444.811,42.7337,25.2384,1.6840,0.018,0.039,0.441,0.977,0.872,1.114,,11,8,7,6,0,0
38,,2019-05-24,09:21:54,FIXED,16,271,6687768.410,394444.809,42.7311,25.2358,1.6840,0.018,0.039,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
39,,2019-05-24,09:21:55,FIXED,16,271,6687768.411,394444.808,42.7294,25.2341,1.6840,0.019,0.039,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
40,,2019-05-24,09:21:56,FIXED,16,271,6687768.407,394444.811,42.7281,25.2328,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
41,,2019-05-24,09:21:57,FIXED,16,271,6687768.406,394444.810,42.7206,25.2253,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
42,,2019-05-24,09:21:58,FIXED,16,271,6687768.408,394444.813,42.7327,25.2374,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
43,,2019-05-24,09:21:59,FIXED,16,271,6687768.408,394444.812,42.7315,25.2362,1.6840,0.018,0.039,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
44,,2019-05-24,09:22:00,FIXED,16,271,6687768.409,394444.812,42.7291,25.2339,1.6840,0.018,0.039,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
45,,2019-05-24,09:22:01,FIXED,16,271,6687768.407,394444.808,42.7336,25.2383,1.6840,0.018,0.038,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
46,,2019-05-24,09:22:02,FIXED,16,271,6687768.409,394444.811,42.7333,25.2380,1.6840,0.018,0.039,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
47,,2019-05-24,09:22:03,FIXED,16,271,6687768.410,394444.814,42.7288,25.2336,1.6840,0.018,0.039,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
48,,2019-05-24,09:22:04,FIXED,16,271,6687768.405,394444.811,42.7160,25.2207,1.6840,0.018,0.039,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
49,,2019-05-24,09:22:05,FIXED,16,271,6687768.408,394444.814,42.7236,25.2283,1.6840,0.019,0.039,0.441,0.976,0.871,1.114,,11,8,7,6,0,0
50,,2019-05-24,09:22:06,FIXED,16,271,6687768.410,394444.813,42.7198,25.2245,1.6840,0.019,0.039,0.441,0.976,0.871,1.114,,11,8,7,6,0,0
51,,2019-05-24,09:22:07,FIXED,16,271,6687768.409,394444.812,42.7202,25.2249,1.6840,0.019,0.039,0.441,0.976,0.871,1.114,,11,8,7,6,0,0
52,,2019-05-24,09:22:08,FIXED,16,271,6687768.406,394444.807,42.7203,25.2250,1.6840,0.019,0.039,0.441,0.976,0.871,1.114,,11,8,7,6,0,0
53,,2019-05-24,09:22:09,FIXED,16,271,6687768.409,394444.807,42.7305,25.2352,1.6840,0.019,0.039,0.441,0.976,0.871,1.114,,11,8,7,6,0,0
54,,2019-05-24,09:22:10,FIXED,16,271,6687768.408,394444.809,42.7342,25.2389,1.6840,0.019,0.040,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
55,,2019-05-24,09:22:11,FIXED,16,271,6687768.409,394444.810,42.7343,25.2390,1.6840,0.019,0.040,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
56,,2019-05-24,09:22:12,FIXED,16,271,6687768.412,394444.810,42.7298,25.2345,1.6840,0.019,0.040,0.441,0.976,0.871,1.114,,11,8,7,6,0,0
57,,2019-05-24,09:22:13,FIXED,16,271,6687768.397,394444.818,42.6979,25.2026,1.6840,0.020,0.042,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
58,,2019-05-24,09:22:14,FIXED,16,271,6687768.395,394444.817,42.7032,25.2079,1.6840,0.020,0.041,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
59,,2019-05-24,09:22:15,FIXED,16,271,6687768.394,394444.820,42.7112,25.2159,1.6840,0.020,0.041,0.430,0.967,0.866,1.104,,11,8,7,7,0,0
60,,2019-05-24,09:22:16,FIXED,16,271,6687768.396,394444.819,42.7059,25.2106,1.6840,0.019,0.040,0.430,0.967,0.866,1.104,,11,8,7,6,0,0
61,,2019-05-24,09:22:17,FIXED,16,271,6687768.411,394444.811,42.7309,25.2356,1.6840,0.018,0.039,0.441,0.976,0.871,1.113,,11,8,7,6,0,0
62,,2019-05-24,09:22:18,FIXED,16,271,6687768.411,394444.809,42.7215,25.2263,1.6840,0.019,0.039,0.441,0.976,0.871,1.113,,11,8,7,6,0,0
63,,2019-05-24,09:22:19,FIXED,16,271,6687768.414,394444.811,42.7290,25.2337,1.6840,0.019,0.039,0.441,0.976,0.871,1.113,,11,8,7,7,0,0
64,,2019-05-24,09:22:20,FIXED,16,271,6687768.414,394444.811,42.7262,25.2309,1.6840,0.019,0.039,0.430,0.967,0.866,1.103,,11,8,7,7,0,0
65,,2019-05-24,09:22:21,FIXED,16,271,6687768.414,394444.811,42.7281,25.2328,1.6840,0.019,0.040,0.430,0.967,0.866,1.103,,11,8,7,6,0,0
66,,2019-05-24,09:22:22,FIXED,16,271,6687768.411,394444.808,42.7217,25.2265,1.6840,0.019,0.039,0.441,0.976,0.871,1.113,,11,8,7,6,0,0
67,,2019-05-24,09:22:23,FIXED,16,271,6687768.410,394444.806,42.7211,25.2259,1.6840,0.019,0.039,0.441,0.976,0.871,1.113,,11,8,7,6,0,0
68,,2019-05-24,09:22:24,FIXED,16,271,6687768.412,394444.809,42.7255,25.2303,1.6840,0.019,0.039,0.441,0.976,0.871,1.113,,11,8,7,7,0,0
69,,2019-05-24,09:22:25,FIXED,16,271,6687768.410,394444.809,42.7255,25.2302,1.6840,0.019,0.039,0.430,0.967,0.866,1.103,,11,8,7,7,0,0
70,,2019-05-24,09:22:26,FIXED,16,271,6687768.411,394444.809,42.7249,25.2296,1.6840,0.018,0.039,0.430,0.967,0.866,1.103,,11,8,7,7,0,0
71,,2019-05-24,09:22:27,FIXED,16,271,6687768.411,394444.808,42.7267,25.2314,1.6840,0.019,0.040,0.430,0.967,0.866,1.103,,11,8,7,7,0,0
72,,2019-05-24,09:22:28,FIXED,16,271,6687768.408,394444.809,42.7201,25.2248,1.6840,0.018,0.039,0.430,0.967,0.866,1.103,,11,8,7,7,0,0
73,,2019-05-24,09:22:29,FIXED,16,271,6687768.408,394444.808,42.7146,25.2194,1.6840,0.018,0.039,0.430,0.967,0.866,1.103,,11,8,7,8,0,0
74,,2019-05-24,09:22:30,FIXED,16,271,6687768.410,394444.809,42.7219,25.2266,1.6840,0.018,0.039,0.430,0.967,0.866,1.103,,11,8,7,8,0,0
75,,2019-05-24,09:22:31,FIXED,16,271,6687768.411,394444.813,42.7277,25.2324,1.6840,0.018,0.039,0.430,0.967,0.866,1.103,,11,8,7,8,0,0
76,,2019-05-24,09:22:32,FIXED,16,271,6687768.411,394444.809,42.7264,25.2311,1.6840,0.019,0.040,0.430,0.967,0.866,1.103,,11,8,7,7,0,0
77,,2019-05-24,09:22:33,FIXED,16,271,6687768.410,394444.809,42.7266,25.2313,1.6840,0.019,0.040,0.440,0.976,0.871,1.113,,11,8,7,7,0,0
78,,2019-05-24,09:22:34,FIXED,16,271,6687768.411,394444.808,42.7261,25.2308,1.6840,0.019,0.041,0.440,0.976,0.871,1.113,,11,8,7,7,0,0
79,,2019-05-24,09:22:35,FIXED,16,271,6687768.413,394444.812,42.7280,25.2327,1.6840,0.020,0.041,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
80,,2019-05-24,09:22:36,FIXED,16,271,6687768.414,394444.811,42.7270,25.2317,1.6840,0.020,0.041,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
81,,2019-05-24,09:22:37,FIXED,16,271,6687768.412,394444.810,42.7352,25.2400,1.6840,0.020,0.041,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
82,,2019-05-24,09:22:38,FIXED,16,271,6687768.410,394444.809,42.7232,25.2279,1.6840,0.020,0.041,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
83,,2019-05-24,09:22:39,FIXED,16,271,6687768.410,394444.809,42.7284,25.2331,1.6840,0.020,0.041,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
84,,2019-05-24,09:22:40,FIXED,16,271,6687768.413,394444.814,42.7227,25.2275,1.6840,0.020,0.041,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
85,,2019-05-24,09:22:41,FIXED,16,271,6687768.414,394444.815,42.7239,25.2286,1.6840,0.020,0.042,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
86,,2019-05-24,09:22:42,FIXED,16,271,6687768.415,394444.814,42.7235,25.2282,1.6840,0.020,0.042,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
87,,2019-05-24,09:22:43,FIXED,16,271,6687768.416,394444.814,42.7233,25.2281,1.6840,0.020,0.042,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
88,,2019-05-24,09:22:44,FIXED,16,271,6687768.416,394444.813,42.7274,25.2321,1.6840,0.021,0.043,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
89,,2019-05-24,09:22:45,FIXED,16,271,6687768.415,394444.809,42.7288,25.2335,1.6840,0.020,0.042,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
90,,2019-05-24,09:22:46,FIXED,16,271,6687768.416,394444.812,42.7387,25.2434,1.6840,0.020,0.042,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
91,,2019-05-24,09:22:47,FIXED,16,271,6687768.416,394444.813,42.7355,25.2402,1.6840,0.020,0.043,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
92,,2019-05-24,09:22:48,FIXED,16,271,6687768.412,394444.810,42.7267,25.2314,1.6840,0.020,0.043,0.440,0.976,0.871,1.113,,11,8,7,8,0,0
93,,2019-05-24,09:22:49,FIXED,16,271,6687768.414,394444.812,42.7355,25.2402,1.6840,0.021,0.043,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
94,,2019-05-24,09:22:50,FIXED,16,271,6687768.413,394444.813,42.7368,25.2415,1.6840,0.020,0.043,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
95,,2019-05-24,09:22:51,FIXED,16,271,6687768.414,394444.815,42.7352,25.2399,1.6840,0.020,0.044,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
96,,2019-05-24,09:22:52,FIXED,16,271,6687768.414,394444.816,42.7314,25.2361,1.6840,0.020,0.043,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
97,,2019-05-24,09:22:53,FIXED,16,271,6687768.414,394444.815,42.7245,25.2292,1.6840,0.020,0.042,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
98,,2019-05-24,09:22:54,FIXED,16,271,6687768.408,394444.812,42.7077,25.2124,1.6840,0.020,0.042,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
99,,2019-05-24,09:22:55,FIXED,16,271,6687768.409,394444.814,42.7158,25.2205,1.6840,0.020,0.042,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
100,,2019-05-24,09:22:56,FIXED,16,271,6687768.410,394444.809,42.7182,25.2229,1.6840,0.020,0.042,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
101,,2019-05-24,09:22:57,FIXED,16,271,6687768.412,394444.809,42.7161,25.2208,1.6840,0.020,0.042,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
102,,2019-05-24,09:22:58,FIXED,16,271,6687768.412,394444.809,42.7177,25.2224,1.6840,0.020,0.043,0.430,0.966,0.866,1.103,,11,8,7,8,0,0
103,,2019-05-24,09:22:59,FIXED,16,271,6687768.414,394444.817,42.7247,25.2294,1.6840,0.020,0.043,0.429,0.966,0.866,1.103,,11,8,7,8,0,0
104,,2019-05-24,09:23:00,FIXED,16,271,6687768.413,394444.817,42.7202,25.2249,1.6840,0.020,0.043,0.429,0.966,0.866,1.103,,11,8,7,8,0,0
105,,2019-05-24,09:23:01,FIXED,16,271,6687768.410,394444.810,42.7169,25.2216,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
106,,2019-05-24,09:23:02,FIXED,16,271,6687768.413,394444.811,42.7218,25.2265,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
107,,2019-05-24,09:23:03,FIXED,16,271,6687768.411,394444.813,42.7285,25.2332,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
108,,2019-05-24,09:23:04,FIXED,16,271,6687768.410,394444.813,42.7284,25.2331,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
109,,2019-05-24,09:23:05,FIXED,16,271,6687768.410,394444.814,42.7303,25.2351,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
110,,2019-05-24,09:23:06,FIXED,16,271,6687768.411,394444.811,42.7158,25.2205,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
111,,2019-05-24,09:23:07,FIXED,16,271,6687768.413,394444.816,42.7168,25.2215,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
112,,2019-05-24,09:23:08,FIXED,16,271,6687768.412,394444.817,42.7234,25.2281,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
113,,2019-05-24,09:23:09,FIXED,16,271,6687768.412,394444.813,42.7317,25.2364,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
114,,2019-05-24,09:23:10,FIXED,16,271,6687768.412,394444.815,42.7301,25.2349,1.6840,0.021,0.045,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
115,,2019-05-24,09:23:11,FIXED,16,271,6687768.412,394444.816,42.7300,25.2347,1.6840,0.021,0.046,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
116,,2019-05-24,09:23:12,FIXED,16,271,6687768.406,394444.811,42.7148,25.2195,1.6840,0.021,0.045,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
117,,2019-05-24,09:23:13,FIXED,16,271,6687768.411,394444.815,42.7215,25.2262,1.6840,0.021,0.045,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
118,,2019-05-24,09:23:14,FIXED,16,271,6687768.410,394444.815,42.7267,25.2314,1.6840,0.021,0.045,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
119,,2019-05-24,09:23:15,FIXED,16,271,6687768.410,394444.811,42.7307,25.2354,1.6840,0.021,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
120,,2019-05-24,09:23:16,FIXED,16,271,6687768.409,394444.807,42.7288,25.2336,1.6840,0.021,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
121,,2019-05-24,09:23:17,FIXED,16,271,6687768.409,394444.809,42.7250,25.2297,1.6840,0.021,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
122,,2019-05-24,09:23:18,FIXED,16,271,6687768.410,394444.812,42.7287,25.2334,1.6840,0.021,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
123,,2019-05-24,09:23:19,FIXED,16,271,6687768.406,394444.816,42.7266,25.2313,1.6840,0.021,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
124,,2019-05-24,09:23:20,FIXED,16,271,6687768.407,394444.816,42.7242,25.2289,1.6840,0.020,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
125,,2019-05-24,09:23:21,FIXED,16,271,6687768.409,394444.811,42.7237,25.2284,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
126,,2019-05-24,09:23:22,FIXED,16,271,6687768.412,394444.811,42.7275,25.2322,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
127,,2019-05-24,09:23:23,FIXED,16,271,6687768.411,394444.815,42.7344,25.2391,1.6840,0.020,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
128,,2019-05-24,09:23:24,FIXED,16,271,6687768.409,394444.812,42.7254,25.2301,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
129,,2019-05-24,09:23:25,FIXED,16,271,6687768.410,394444.812,42.7260,25.2307,1.6840,0.020,0.043,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
130,,2019-05-24,09:23:26,FIXED,16,271,6687768.411,394444.811,42.7305,25.2352,1.6840,0.020,0.044,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
131,,2019-05-24,09:23:27,FIXED,16,271,6687768.408,394444.810,42.7228,25.2275,1.6840,0.020,0.042,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
132,,2019-05-24,09:23:28,FIXED,16,271,6687768.412,394444.809,42.7299,25.2346,1.6840,0.020,0.042,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
133,,2019-05-24,09:23:29,FIXED,16,271,6687768.413,394444.812,42.7349,25.2396,1.6840,0.020,0.042,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
134,,2019-05-24,09:23:30,FIXED,16,271,6687768.411,394444.809,42.7329,25.2376,1.6840,0.019,0.042,0.429,0.966,0.865,1.103,,11,8,7,8,0,0
135,,2019-05-24,09:23:31,FIXED,16,271,6687768.416,394444.813,42.7446,25.2493,1.6840,0.019,0.042,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
136,,2019-05-24,09:23:32,FIXED,16,271,6687768.414,394444.813,42.7419,25.2467,1.6840,0.019,0.041,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
137,,2019-05-24,09:23:33,FIXED,16,271,6687768.414,394444.810,42.7435,25.2482,1.6840,0.020,0.042,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
138,,2019-05-24,09:23:34,FIXED,16,271,6687768.410,394444.813,42.7350,25.2397,1.6840,0.019,0.041,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
139,,2019-05-24,09:23:35,FIXED,16,271,6687768.413,394444.814,42.7337,25.2384,1.6840,0.019,0.041,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
140,,2019-05-24,09:23:36,FIXED,16,271,6687768.410,394444.809,42.7261,25.2308,1.6840,0.019,0.041,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
141,,2019-05-24,09:23:37,FIXED,16,271,6687768.412,394444.811,42.7387,25.2434,1.6840,0.019,0.040,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
142,,2019-05-24,09:23:38,FIXED,16,271,6687768.410,394444.810,42.7276,25.2323,1.6840,0.019,0.040,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
143,,2019-05-24,09:23:39,FIXED,16,271,6687768.412,394444.812,42.7283,25.2330,1.6840,0.019,0.040,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
144,,2019-05-24,09:23:40,FIXED,16,271,6687768.411,394444.812,42.7256,25.2303,1.6840,0.019,0.041,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
145,,2019-05-24,09:23:41,FIXED,16,271,6687768.411,394444.812,42.7247,25.2294,1.6840,0.019,0.040,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
146,,2019-05-24,09:23:42,FIXED,16,271,6687768.412,394444.812,42.7212,25.2259,1.6840,0.018,0.039,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
147,,2019-05-24,09:23:43,FIXED,16,271,6687768.411,394444.813,42.7225,25.2272,1.6840,0.019,0.040,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
148,,2019-05-24,09:23:44,FIXED,16,271,6687768.412,394444.813,42.7317,25.2364,1.6840,0.018,0.039,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
149,,2019-05-24,09:23:45,FIXED,16,271,6687768.412,394444.810,42.7310,25.2357,1.6840,0.018,0.039,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
150,,2019-05-24,09:23:46,FIXED,16,271,6687768.412,394444.811,42.7302,25.2349,1.6840,0.018,0.039,0.429,0.966,0.865,1.102,,11,8,7,8,0,0
151,,2019-05-24,09:23:47,FIXED,16,271,6687768.411,394444.815,42.7315,25.2362,1.6840,0.019,0.040,0.429,0.965,0.865,1.102,,11,8,7,8,0,0
152,,2019-05-24,09:23:48,FIXED,16,271,6687768.416,394444.816,42.7377,25.2424,1.6840,0.019,0.040,0.429,0.965,0.865,1.102,,11,8,7,8,0,0
153,,2019-05-24,09:23:49,FIXED,16,271,6687768.409,394444.811,42.7333,25.2380,1.6840,0.019,0.040,0.429,0.965,0.865,1.102,,11,8,7,8,0,0
154,,2019-05-24,09:23:50,FIXED,16,271,6687768.409,394444.811,42.7301,25.2348,1.6840,0.019,0.040,0.429,0.965,0.865,1.102,,11,8,7,8,0,0
155,,2019-05-24,09:23:51,FIXED,16,271,6687768.410,394444.811,42.7311,25.2359,1.6840,0.019,0.040,0.429,0.965,0.865,1.102,,11,8,7,8,0,0
156,,2019-05-24,09:23:52,FIXED,16,271,6687768.414,394444.811,42.7295,25.2342,1.6840,0.019,0.040,0.429,0.965,0.865,1.102,,11,8,7,8,0,0
