Point Number,Code,Date,Time,Solution,Physical Station ID,Virtual Station ID,Northing,Easting,Ell Ht,Elev,Ant Ht,HRMS,VRMS,HDOP,VDOP,PDOP,GDOP,TDOP,GPS,GLONASS,GALILEO,BEIDOU,SBAS,QZSS
38,,2019-05-24,09:33:03,FIXED,-1,17,6687768.369,394444.828,42.754,25.258,1.684,0.013,0.028,0.654,1.330,1.482,1.664,,10,7,0,0,0,0
39,,2019-05-24,09:33:04,FIXED,-1,17,6687768.369,394444.829,42.756,25.260,1.684,0.013,0.029,0.654,1.330,1.482,1.664,,10,7,0,0,0,0
40,,2019-05-24,09:33:05,FIXED,-1,17,6687768.372,394444.831,42.763,25.268,1.684,0.013,0.028,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
41,,2019-05-24,09:33:06,FIXED,-1,17,6687768.372,394444.830,42.753,25.257,1.684,0.012,0.028,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
42,,2019-05-24,09:33:07,FIXED,-1,17,6687768.369,394444.828,42.746,25.250,1.684,0.012,0.027,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
43,,2019-05-24,09:33:08,FIXED,-1,17,6687768.370,394444.827,42.751,25.255,1.684,0.012,0.027,0.654,1.330,1.482,1.664,,10,6,0,0,0,0
44,,2019-05-24,09:33:09,FIXED,-1,17,6687768.371,394444.826,42.751,25.256,1.684,0.012,0.027,0.654,1.329,1.482,1.664,,10,6,0,0,0,0
45,,2019-05-24,09:33:10,FIXED,-1,17,6687768.370,394444.829,42.750,25.255,1.684,0.012,0.027,0.654,1.329,1.481,1.663,,10,7,0,0,0,0
46,,2019-05-24,09:33:11,FIXED,-1,17,6687768.369,394444.828,42.754,25.259,1.684,0.012,0.027,0.654,1.329,1.481,1.663,,10,7,0,0,0,0
47,,2019-05-24,09:33:12,FIXED,-1,17,6687768.370,394444.830,42.752,25.256,1.684,0.012,0.026,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
48,,2019-05-24,09:33:13,FIXED,-1,17,6687768.367,394444.831,42.751,25.256,1.684,0.011,0.025,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
49,,2019-05-24,09:33:14,FIXED,-1,17,6687768.368,394444.831,42.752,25.257,1.684,0.012,0.026,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
50,,2019-05-24,09:33:15,FIXED,-1,17,6687768.370,394444.832,42.755,25.260,1.684,0.011,0.025,0.609,1.247,1.388,1.562,,10,7,0,0,0,0
51,,2019-05-24,09:33:16,FIXED,-1,17,6687768.372,394444.832,42.754,25.259,1.684,0.011,0.025,0.609,1.247,1.387,1.562,,10,7,0,0,0,0
52,,2019-05-24,09:33:17,FIXED,-1,17,6687768.372,394444.833,42.756,25.261,1.684,0.011,0.025,0.609,1.247,1.387,1.561,,10,7,0,0,0,0
53,,2019-05-24,09:33:18,FIXED,-1,17,6687768.370,394444.830,42.758,25.263,1.684,0.011,0.025,0.609,1.247,1.387,1.561,,10,7,0,0,0,0
54,,2019-05-24,09:33:19,FIXED,-1,17,6687768.371,394444.829,42.756,25.261,1.684,0.011,0.024,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
55,,2019-05-24,09:33:20,FIXED,-1,17,6687768.369,394444.829,42.759,25.264,1.684,0.011,0.025,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
56,,2019-05-24,09:33:21,FIXED,-1,17,6687768.369,394444.832,42.758,25.263,1.684,0.011,0.025,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
57,,2019-05-24,09:33:22,FIXED,-1,17,6687768.369,394444.832,42.756,25.261,1.684,0.011,0.025,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
58,,2019-05-24,09:33:23,FIXED,-1,17,6687768.370,394444.830,42.756,25.261,1.684,0.011,0.025,0.654,1.327,1.480,1.661,,10,7,0,0,0,0
59,,2019-05-24,09:33:24,FIXED,-1,17,6687768.368,394444.829,42.759,25.263,1.684,0.012,0.026,0.654,1.327,1.480,1.661,,10,7,0,0,0,0
60,,2019-05-24,09:33:25,FIXED,-1,17,6687768.367,394444.829,42.756,25.261,1.684,0.012,0.026,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
61,,2019-05-24,09:33:26,FIXED,-1,17,6687768.365,394444.830,42.753,25.257,1.684,0.012,0.027,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
62,,2019-05-24,09:33:27,FIXED,-1,17,6687768.370,394444.832,42.752,25.257,1.684,0.012,0.027,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
63,,2019-05-24,09:33:28,FIXED,-1,17,6687768.378,394444.824,42.780,25.284,1.684,0.015,0.034,0.609,1.246,1.387,1.561,,10,7,0,0,0,0
64,,2019-05-24,09:33:29,FIXED,-1,17,6687768.368,394444.832,42.754,25.258,1.684,0.015,0.034,0.654,1.327,1.479,1.661,,10,6,0,0,0,0
65,,2019-05-24,09:33:30,FIXED,-1,17,6687768.370,394444.832,42.758,25.263,1.684,0.015,0.034,0.654,1.327,1.479,1.661,,10,6,0,0,0,0
66,,2019-05-24,09:33:31,FIXED,-1,17,6687768.371,394444.833,42.758,25.263,1.684,0.015,0.034,0.654,1.326,1.479,1.660,,10,7,0,0,0,0
67,,2019-05-24,09:33:32,FIXED,-1,17,6687768.370,394444.832,42.757,25.262,1.684,0.015,0.033,0.654,1.326,1.479,1.660,,10,7,0,0,0,0
68,,2019-05-24,09:33:33,FIXED,-1,17,6687768.372,394444.831,42.765,25.270,1.684,0.014,0.032,0.609,1.246,1.387,1.560,,10,7,0,0,0,0
69,,2019-05-24,09:33:34,FIXED,-1,17,6687768.371,394444.831,42.763,25.268,1.684,0.014,0.032,0.609,1.246,1.387,1.560,,10,7,0,0,0,0
70,,2019-05-24,09:33:35,FIXED,-1,17,6687768.370,394444.832,42.762,25.267,1.684,0.014,0.032,0.609,1.246,1.387,1.560,,10,7,0,0,0,0
71,,2019-05-24,09:33:36,FIXED,-1,17,6687768.370,394444.832,42.766,25.270,1.684,0.014,0.031,0.654,1.326,1.478,1.660,,10,6,0,0,0,0
72,,2019-05-24,09:33:37,FIXED,-1,17,6687768.368,394444.833,42.771,25.275,1.684,0.014,0.031,0.654,1.326,1.478,1.660,,10,6,0,0,0,0
73,,2019-05-24,09:33:38,FIXED,-1,17,6687768.373,394444.832,42.755,25.259,1.684,0.014,0.030,0.609,1.246,1.386,1.560,,10,7,0,0,0,0
74,,2019-05-24,09:33:39,FIXED,-1,17,6687768.371,394444.832,42.761,25.266,1.684,0.013,0.030,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
75,,2019-05-24,09:33:40,FIXED,-1,17,6687768.372,394444.833,42.760,25.264,1.684,0.013,0.030,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
76,,2019-05-24,09:33:41,FIXED,-1,17,6687768.370,394444.833,42.764,25.269,1.684,0.013,0.029,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
77,,2019-05-24,09:33:42,FIXED,-1,17,6687768.374,394444.831,42.776,25.281,1.684,0.013,0.029,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
78,,2019-05-24,09:33:43,FIXED,-1,17,6687768.375,394444.834,42.769,25.274,1.684,0.013,0.028,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
79,,2019-05-24,09:33:44,FIXED,-1,17,6687768.377,394444.831,42.774,25.278,1.684,0.013,0.028,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
80,,2019-05-24,09:33:45,FIXED,-1,17,6687768.374,394444.831,42.766,25.270,1.684,0.012,0.027,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
81,,2019-05-24,09:33:46,FIXED,-1,17,6687768.374,394444.835,42.770,25.275,1.684,0.012,0.027,0.654,1.324,1.477,1.658,,10,6,0,0,0,0
82,,2019-05-24,09:33:47,FIXED,-1,17,6687768.373,394444.835,42.767,25.271,1.684,0.012,0.028,0.654,1.324,1.477,1.658,,10,6,0,0,0,0
83,,2019-05-24,09:33:48,FIXED,-1,17,6687768.371,394444.834,42.766,25.271,1.684,0.012,0.027,0.609,1.245,1.386,1.560,,10,7,0,0,0,0
84,,2019-05-24,09:33:49,FIXED,-1,17,6687768.368,394444.833,42.759,25.263,1.684,0.012,0.026,0.654,1.324,1.477,1.658,,10,7,0,0,0,0
85,,2019-05-24,09:33:50,FIXED,-1,17,6687768.371,394444.836,42.763,25.268,1.684,0.012,0.026,0.609,1.245,1.386,1.559,,10,6,0,0,0,0
86,,2019-05-24,09:33:51,FIXED,-1,17,6687768.370,394444.835,42.766,25.271,1.684,0.012,0.026,0.609,1.245,1.386,1.559,,10,6,0,0,0,0
87,,2019-05-24,09:33:52,FIXED,-1,17,6687768.369,394444.834,42.772,25.277,1.684,0.013,0.027,0.665,1.248,1.414,1.586,,10,5,0,0,0,0
88,,2019-05-24,09:33:53,FIXED,-1,17,6687768.370,394444.834,42.776,25.281,1.684,0.013,0.027,0.665,1.248,1.414,1.586,,10,5,0,0,0,0
89,,2019-05-24,09:33:54,FIXED,-1,17,6687768.378,394444.834,42.791,25.296,1.684,0.013,0.028,0.681,1.294,1.462,1.638,,10,4,0,0,0,0
90,,2019-05-24,09:33:55,FIXED,-1,17,6687768.376,394444.833,42.786,25.291,1.684,0.013,0.027,0.681,1.294,1.462,1.638,,10,4,0,0,0,0
91,,2019-05-24,09:33:56,FIXED,-1,17,6687768.373,394444.832,42.792,25.297,1.684,0.012,0.026,0.665,1.248,1.414,1.585,,10,5,0,0,0,0
92,,2019-05-24,09:33:57,FIXED,-1,17,6687768.364,394444.833,42.768,25.272,1.684,0.013,0.026,0.665,1.248,1.414,1.585,,10,5,0,0,0,0
93,,2019-05-24,09:33:58,FIXED,-1,17,6687768.363,394444.830,42.757,25.262,1.684,0.013,0.027,0.665,1.248,1.414,1.585,,10,5,0,0,0,0
94,,2019-05-24,09:33:59,FIXED,-1,17,6687768.369,394444.831,42.780,25.285,1.684,0.013,0.028,0.681,1.294,1.462,1.638,,10,4,0,0,0,0
95,,2019-05-24,09:34:00,FIXED,-1,17,6687768.371,394444.830,42.781,25.286,1.684,0.013,0.027,0.681,1.294,1.462,1.638,,10,4,0,0,0,0
96,,2019-05-24,09:34:01,FIXED,-1,17,6687768.372,394444.831,42.789,25.294,1.684,0.012,0.026,0.665,1.248,1.414,1.585,,10,5,0,0,0,0
97,,2019-05-24,09:34:02,FIXED,-1,17,6687768.366,394444.830,42.770,25.275,1.684,0.012,0.026,0.712,1.326,1.505,1.683,,10,5,0,0,0,0
98,,2019-05-24,09:34:03,FIXED,-1,17,6687768.367,394444.833,42.772,25.277,1.684,0.013,0.026,0.637,1.247,1.400,1.573,,10,6,0,0,0,0
99,,2019-05-24,09:34:04,FIXED,-1,17,6687768.367,394444.835,42.774,25.278,1.684,0.013,0.027,0.691,1.322,1.492,1.671,,10,6,0,0,0,0
100,,2019-05-24,09:34:05,FIXED,-1,17,6687768.367,394444.836,42.771,25.276,1.684,0.013,0.028,0.691,1.322,1.492,1.671,,10,6,0,0,0,0
101,,2019-05-24,09:34:06,FIXED,-1,17,6687768.369,394444.837,42.772,25.277,1.684,0.013,0.028,0.637,1.247,1.400,1.573,,10,6,0,0,0,0
102,,2019-05-24,09:34:07,FIXED,-1,17,6687768.368,394444.836,42.774,25.278,1.684,0.013,0.028,0.637,1.247,1.400,1.573,,10,6,0,0,0,0
103,,2019-05-24,09:34:08,FIXED,-1,17,6687768.366,394444.833,42.768,25.273,1.684,0.013,0.029,0.691,1.322,1.492,1.670,,10,6,0,0,0,0
104,,2019-05-24,09:34:09,FIXED,-1,17,6687768.366,394444.834,42.767,25.272,1.684,0.014,0.029,0.691,1.322,1.492,1.670,,10,6,0,0,0,0
105,,2019-05-24,09:34:10,FIXED,-1,17,6687768.369,394444.833,42.773,25.278,1.684,0.014,0.029,0.637,1.247,1.400,1.573,,10,6,0,0,0,0
106,,2019-05-24,09:34:11,FIXED,-1,17,6687768.369,394444.834,42.775,25.279,1.684,0.014,0.029,0.637,1.247,1.400,1.573,,10,6,0,0,0,0
107,,2019-05-24,09:34:12,FIXED,-1,17,6687768.367,394444.833,42.770,25.275,1.684,0.014,0.029,0.637,1.247,1.400,1.572,,10,6,0,0,0,0
108,,2019-05-24,09:34:13,FIXED,-1,17,6687768.368,394444.835,42.768,25.273,1.684,0.014,0.029,0.637,1.246,1.400,1.572,,10,6,0,0,0,0
109,,2019-05-24,09:34:14,FIXED,-1,17,6687768.368,394444.834,42.774,25.279,1.684,0.014,0.029,0.637,1.246,1.400,1.572,,10,6,0,0,0,0
110,,2019-05-24,09:34:15,FIXED,-1,17,6687768.368,394444.836,42.774,25.279,1.684,0.014,0.029,0.691,1.321,1.491,1.670,,10,6,0,0,0,0
111,,2019-05-24,09:34:16,FIXED,-1,17,6687768.368,394444.834,42.774,25.279,1.684,0.014,0.029,0.637,1.246,1.400,1.572,,10,6,0,0,0,0
112,,2019-05-24,09:34:17,FIXED,-1,17,6687768.370,394444.836,42.771,25.276,1.684,0.014,0.029,0.637,1.246,1.400,1.572,,10,6,0,0,0,0
113,,2019-05-24,09:34:18,FIXED,-1,17,6687768.371,394444.833,42.781,25.285,1.684,0.013,0.028,0.637,1.246,1.399,1.572,,10,6,0,0,0,0
114,,2019-05-24,09:34:19,FIXED,-1,17,6687768.369,394444.831,42.777,25.282,1.684,0.013,0.028,0.691,1.320,1.490,1.669,,10,6,0,0,0,0
115,,2019-05-24,09:34:20,FIXED,-1,17,6687768.369,394444.832,42.782,25.287,1.684,0.013,0.028,0.691,1.320,1.490,1.669,,10,6,0,0,0,0
116,,2019-05-24,09:34:21,FIXED,-1,17,6687768.369,394444.833,42.787,25.291,1.684,0.013,0.028,0.691,1.320,1.490,1.669,,10,6,0,0,0,0
117,,2019-05-24,09:34:22,FIXED,-1,17,6687768.368,394444.835,42.781,25.285,1.684,0.013,0.028,0.691,1.320,1.490,1.668,,10,6,0,0,0,0
118,,2019-05-24,09:34:23,FIXED,-1,17,6687768.369,394444.838,42.780,25.285,1.684,0.013,0.028,0.691,1.320,1.490,1.668,,10,6,0,0,0,0
119,,2019-05-24,09:34:24,FIXED,-1,17,6687768.367,394444.840,42.777,25.282,1.684,0.013,0.028,0.691,1.320,1.490,1.668,,10,6,0,0,0,0
120,,2019-05-24,09:34:25,FIXED,-1,17,6687768.368,394444.837,42.779,25.284,1.684,0.013,0.028,0.691,1.320,1.489,1.668,,10,6,0,0,0,0
121,,2019-05-24,09:34:26,FIXED,-1,17,6687768.368,394444.835,42.769,25.274,1.684,0.013,0.028,0.691,1.320,1.489,1.668,,10,6,0,0,0,0
122,,2019-05-24,09:34:27,FIXED,-1,17,6687768.370,394444.834,42.772,25.276,1.684,0.013,0.028,0.691,1.319,1.489,1.668,,10,6,0,0,0,0
123,,2019-05-24,09:34:28,FIXED,-1,17,6687768.370,394444.834,42.775,25.280,1.684,0.013,0.028,0.691,1.319,1.489,1.668,,10,6,0,0,0,0
124,,2019-05-24,09:34:29,FIXED,-1,17,6687768.370,394444.837,42.780,25.284,1.684,0.013,0.027,0.690,1.319,1.489,1.667,,10,6,0,0,0,0
125,,2019-05-24,09:34:30,FIXED,-1,17,6687768.369,394444.837,42.780,25.284,1.684,0.013,0.028,0.690,1.319,1.489,1.667,,10,6,0,0,0,0
126,,2019-05-24,09:34:31,FIXED,-1,17,6687768.372,394444.838,42.779,25.284,1.684,0.013,0.028,0.637,1.245,1.399,1.571,,10,6,0,0,0,0
127,,2019-05-24,09:34:32,FIXED,-1,17,6687768.369,394444.836,42.784,25.288,1.684,0.013,0.028,0.690,1.319,1.489,1.667,,10,6,0,0,0,0
128,,2019-05-24,09:34:33,FIXED,-1,17,6687768.370,394444.836,42.773,25.277,1.684,0.013,0.028,0.690,1.318,1.488,1.667,,10,6,0,0,0,0
129,,2019-05-24,09:34:34,FIXED,-1,17,6687768.369,394444.837,42.773,25.277,1.684,0.013,0.028,0.690,1.318,1.488,1.667,,10,6,0,0,0,0
130,,2019-05-24,09:34:35,FIXED,-1,17,6687768.370,394444.839,42.781,25.286,1.684,0.013,0.028,0.690,1.318,1.488,1.666,,10,6,0,0,0,0
131,,2019-05-24,09:34:36,FIXED,-1,17,6687768.371,394444.842,42.771,25.275,1.684,0.013,0.028,0.690,1.318,1.488,1.666,,10,6,0,0,0,0
132,,2019-05-24,09:34:37,FIXED,-1,17,6687768.369,394444.839,42.779,25.284,1.684,0.013,0.028,0.637,1.245,1.398,1.571,,10,6,0,0,0,0
133,,2019-05-24,09:34:38,FIXED,-1,17,6687768.367,394444.837,42.781,25.286,1.684,0.013,0.028,0.690,1.318,1.488,1.666,,10,6,0,0,0,0
134,,2019-05-24,09:34:39,FIXED,-1,17,6687768.369,394444.837,42.789,25.293,1.684,0.013,0.027,0.637,1.245,1.398,1.570,,10,6,0,0,0,0
135,,2019-05-24,09:34:40,FIXED,-1,17,6687768.368,394444.838,42.790,25.294,1.684,0.013,0.028,0.637,1.245,1.398,1.570,,10,6,0,0,0,0
136,,2019-05-24,09:34:41,FIXED,-1,17,6687768.369,394444.836,42.783,25.287,1.684,0.013,0.027,0.637,1.245,1.398,1.570,,10,6,0,0,0,0
137,,2019-05-24,09:34:42,FIXED,-1,17,6687768.369,394444.838,42.777,25.282,1.684,0.013,0.027,0.690,1.317,1.487,1.665,,10,6,0,0,0,0
138,,2019-05-24,09:34:43,FIXED,-1,17,6687768.372,394444.840,42.776,25.281,1.684,0.013,0.027,0.637,1.244,1.398,1.570,,10,6,0,0,0,0
139,,2019-05-24,09:34:44,FIXED,-1,17,6687768.370,394444.842,42.769,25.274,1.684,0.013,0.027,0.690,1.317,1.487,1.665,,10,6,0,0,0,0
140,,2019-05-24,09:34:45,FIXED,-1,17,6687768.371,394444.840,42.776,25.281,1.684,0.013,0.027,0.637,1.244,1.398,1.570,,10,6,0,0,0,0
141,,2019-05-24,09:34:46,FIXED,-1,17,6687768.368,394444.838,42.777,25.281,1.684,0.013,0.028,0.637,1.244,1.398,1.570,,10,6,0,0,0,0
142,,2019-05-24,09:34:47,FIXED,-1,17,6687768.371,394444.836,42.784,25.289,1.684,0.013,0.027,0.637,1.244,1.397,1.570,,10,6,0,0,0,0
143,,2019-05-24,09:34:48,FIXED,-1,17,6687768.371,394444.835,42.790,25.295,1.684,0.013,0.028,0.637,1.244,1.397,1.570,,10,6,0,0,0,0
144,,2019-05-24,09:34:49,FIXED,-1,17,6687768.369,394444.838,42.785,25.289,1.684,0.013,0.028,0.637,1.244,1.397,1.569,,10,6,0,0,0,0
145,,2019-05-24,09:34:50,FIXED,-1,17,6687768.368,394444.840,42.782,25.286,1.684,0.013,0.028,0.637,1.244,1.397,1.569,,10,6,0,0,0,0
146,,2019-05-24,09:34:51,FIXED,-1,17,6687768.364,394444.841,42.775,25.279,1.684,0.014,0.029,0.690,1.316,1.486,1.664,,10,6,0,0,0,0
147,,2019-05-24,09:34:52,FIXED,-1,17,6687768.366,394444.838,42.771,25.276,1.684,0.014,0.029,0.637,1.244,1.397,1.569,,10,6,0,0,0,0
148,,2019-05-24,09:34:53,FIXED,-1,17,6687768.367,394444.839,42.770,25.275,1.684,0.014,0.029,0.690,1.316,1.486,1.664,,10,6,0,0,0,0
149,,2019-05-24,09:34:54,FIXED,-1,17,6687768.368,394444.838,42.785,25.290,1.684,0.014,0.029,0.637,1.244,1.397,1.569,,10,6,0,0,0,0
150,,2019-05-24,09:34:55,FIXED,-1,17,6687768.366,394444.837,42.775,25.280,1.684,0.014,0.029,0.690,1.315,1.485,1.663,,10,6,0,0,0,0
151,,2019-05-24,09:34:56,FIXED,-1,17,6687768.366,394444.839,42.772,25.277,1.684,0.014,0.029,0.690,1.315,1.485,1.663,,10,6,0,0,0,0
152,,2019-05-24,09:34:57,FIXED,-1,17,6687768.369,394444.840,42.771,25.275,1.684,0.014,0.030,0.690,1.315,1.485,1.663,,10,6,0,0,0,0
153,,2019-05-24,09:34:58,FIXED,-1,17,6687768.370,394444.839,42.779,25.284,1.684,0.014,0.030,0.637,1.243,1.397,1.569,,10,6,0,0,0,0
154,,2019-05-24,09:34:59,FIXED,-1,17,6687768.369,394444.837,42.795,25.300,1.684,0.012,0.027,0.646,1.292,1.444,1.621,,10,5,0,0,0,0
155,,2019-05-24,09:35:00,FIXED,-1,17,6687768.368,394444.838,42.794,25.298,1.684,0.012,0.027,0.646,1.292,1.444,1.621,,10,5,0,0,0,0
156,,2019-05-24,09:35:01,FIXED,-1,17,6687768.371,394444.836,42.797,25.302,1.684,0.012,0.026,0.646,1.292,1.444,1.621,,10,5,0,0,0,0
157,,2019-05-24,09:35:02,FIXED,-1,17,6687768.374,394444.826,42.817,25.322,1.684,0.012,0.026,0.637,1.243,1.397,1.568,,10,6,0,0,0,0
158,,2019-05-24,09:35:03,FIXED,-1,17,6687768.372,394444.827,42.796,25.300,1.684,0.012,0.026,0.637,1.243,1.396,1.568,,10,6,0,0,0,0
159,,2019-05-24,09:35:04,FIXED,-1,17,6687768.370,394444.826,42.797,25.302,1.684,0.013,0.027,0.637,1.243,1.396,1.568,,10,6,0,0,0,0
